title,text,subject,date,label,,,,,,,,,,,,,,,,,,,
 White Supremacist Marine Kicked Out Of The Corps After Being Busted Doing Nazi Stuff,"The best way to not get fired, get kicked out of school or booted out of the military if you re a Nazi, is to not do Nazi stuff. Apparently, one Marine just couldn t stop himself and was arrested at a pro-Confederate rally (where we re totally sure it was just about his  heritage ), and took it upon himself to unfurl a banner with a white supremacist slogan   allegedly.Staff Sgt. Joseph Manning was stationed at the Marine Corps Engineer School at Camp Lejeune in North Carolina at the time he was arrested on May 20th in Graham, North Carolina, and charged with first-degree trespass, a Class 2 misdemeanor, the Military Times reports.Manning and fellow active-duty Marine Sgt. Michael Chesny are accused of climbing a building and unfurling a banner with the letters  YWNRU  on it, The Times-News reported on May 27. The letters reportedly stand for  You will not replace us,  which is the slogan for Identity Evropa, a white nationalist group founded by Marine veteran Nathan Damigo.How Nazi is that you ask? Well, you didn t ask but that s the same slogan we heard in the Vice video which showed Nazis storming the streets of Charlottesville, Virginia during the  Unite the Right  hate-rally which rocked the nation and resulted in one Trump-supporting white supremacist using his car as a weapon to mow down anti-racist protesters, killing one and injuring at least 19 others. The  You will not replace us  chant from racists turned into  Jews will not replace us  during the march.Manning is presently in the process of  being administratively separated from the Corps,  according to the Military Times.Capt. Joshua Pena, a spokesman for Training and Education Command, said the investigation is part of the administrative process and its results cannot be released publicly.Manning s career in the Marine Corps lasted 15 years, beginning in 2002, His military awards include the Purple Heart, Combat Action Ribbon, Iraq Campaign Medal, and Afghanistan Campaign Medal and he threw that all away so that he could act like a f*cking Nazi. And even though his banner read,  YWNRU  (you will not replace us), he was certainly  replaced. Photo by Win McNamee/Getty Images.",News,13-Sep-17,0,,,,,,,,,,,,,,,,,,,
 Trump Shamefully Uses Hurricane Devastation To Promote Tax Cuts For The Wealthy,"Leave it to Donald Trump to exploit a tragedy.Hurricane Harvey and Hurricane Irma have left parts of Texas and Florida in ruins. Americans are dead because of these storms and the resulting floods.I ll say that again. People are dead.But that isn t stopping Trump from using the storms to promote his tax reform policy, a policy that would mostly benefit the wealthy while slashing the very revenues that contribute to paying for a strong Coast Guard, a prepared FEMA, and the organizations that predict and track hurricanes.On his Twitter Wednesday morning, Trump urged Congress to begin work on tax reform.The approval process for the biggest Tax Cut & Tax Reform package in the history of our country will soon begin. Move fast Congress!  Donald J. Trump (@realDonaldTrump) September 13, 2017Trump then told Congress to pass tax reform because of the hurricanes.With Irma and Harvey devastation, Tax Cuts and Tax Reform is needed more than ever before. Go Congress, go!  Donald J. Trump (@realDonaldTrump) September 13, 2017For most Twitter users, this didn t make any sense.This makes no sense. Hurricanes are going to require more federal government spending. That means cutting taxes will just hurt relief effort  Ed Krassenstein (@EdKrassen) September 13, 2017Actually, those hurricanes suggest action on climate change is needed more than ever before.  Miranda Yaver (@mirandayaver) September 13, 2017Also decreasing revenue of government may impact the ability to help fund relief efforts for those that need it most.  Michael Romano (@Romano_PoliSci) September 13, 2017 What? How are the two connected? Who is paying for the relief if you continue to cut taxes?  Calvin (@calvinstowell) September 13, 2017Indeed, Trump s tax plan would give tax giveaways to wealthy individuals and corporations. So while the rest of us are paying more than our fair share to keep the government running, people like Trump and corporations like the Trump Organization will be able to shirk their own responsibility.Right now, we need taxes. Trump is already growing the deficit that had been shrinking under President Obama. Now he wants it to skyrocket with tax cuts that won t do a damn thing to help this country. All such tax cuts will do is further strangle already cash-strapped government agencies like FEMA that Americans need more than ever.What this country needs most is higher taxes on the wealthy, not lower.Trump should be ashamed of himself for using these two tragedies to push his greedy tax plan. It s an insult to the millions of Americans who have been affected.Featured Image: Alex Wong/Getty Images",News,13-Sep-17,0,,,,,,,,,,,,,,,,,,,
 Chainsaw MASS-acre: This Nun Is Doing More For Irma Victims Than Leather-Face Trump,"On Tuesday afternoon, Miami-Dade Police tweeted a picture and an amazing video of one Sister Margaret Ann helping with cleanup from Hurricane Irma. Despite wearing some questionably suitable clothing for operating heavy equipment, the nun from Archbishop Coleman F. Carroll High School in the Miami suburb of West Kendall, Florida was on the scene with a chainsaw to put the fear of God into some downed trees in her neighborhood.We are #OneCommunity in @MiamiDadeCounty! Thank you Sister Margaret Ann of @ACCHS_Bulldogs for pitching in as we recover from #Irma ? pic.twitter.com/KSqdHFHJuv  Miami-Dade Police (@MiamiDadePD) September 12, 2017? of Sister Margaret Ann in action. Thank you to all of our neighbors that are working together to get through this! We are #MiamiDadeStrong pic.twitter.com/5tG6nzk7Ye  Miami-Dade Police (@MiamiDadePD) September 12, 2017The Sister is geared up for doing the Lord s work, and I can t help but wonder what other pious servants of Jesus are up to today.  Let s see, we ve got Ted  No Right To Masturbate  Cruz   he s got his hands full with a  staffing issue Twitter mishap today. Mike Pence is probably about to give Mother her afternoon peck on the cheek, so he can t really grab a rake or a shovel. And what about the Proselytizer-in-Chief, Trump himself?He s busy congratulating his son Eric on the birth of their very-biblically nicknamed new child,  Luke. Congratulations to Eric & Lara on the birth of their son, Eric ""Luke"" Trump this morning! https://t.co/Aw0AV82XdE  Donald J. Trump (@realDonaldTrump) September 12, 2017I have no idea what the quotation marks are for, so I m just going to assume it s so nobody thinks Donald s newest grandchild is about to write the next book of Acts. But with a new baby to fawn over the genes of, and his Twitter to maintain, there s no way that Donald Trump has any time to be helping with any silly hurricanes. After his administration started talking about withholding Harvey aid, did anyone actually expect any different?All I know is, that s one bad-ass nun. Trump could take a lesson from Sister Margaret Ann.Featured image via Alex Wong/Getty Images",News,12-Sep-17,0,,,,,,,,,,,,,,,,,,,
 WATCH: Russian Politician Gloats On LIVE TV That Putin Stole Our Election,"Donald Trump may call anything related to his administration s collusion with Russia as FAKE NEWS, but you know who disagrees? Russia.Russian politician Vyacheslav Nikonov appeared on Sunday Evening with Vladimir Solovyov  where he shocked everyone by coming out and saying that, yes, Russia did steal the election. The U.S. overshot. Their intelligence services all slept through Russia electing the U.S. President,  Nikonov said, clearly shocking the host who seemed to have no idea how to respond (especially since the wrong response could have gotten him assassinated).  What kind of intelligence service is that? As we speak, Mueller s investigation of Donald Trump is heating up as The Donald s campaign is forced to turn over documents. Many Republicans speculate that he s  going for the kill. This is all very bad news for Trump, who has managed to bamboozle his Faithful into believing that the Russia investigation is a liberal lie designed to smear him   one in which the FAKE NEWS media is complicit.Watch Rachel Maddow report on the remarks below:?BREAKING VIDEO? MADDOW reporting ? Russia ADMITTED on live TV last night that they ELECTED DONALD TRUMP AS PRESIDENT? share and RT! pic.twitter.com/rzTo1DMMeZ  Royce Christyn (@ChristynRoyce) September 12, 2017Featured image via screengrab",News,12-Sep-17,0,,,,,,,,,,,,,,,,,,,
 OOPS: Trump Forgets That He’s A Twitter Obsessed Narcissist Who Talks About Himself,"Donald Trump is a complainer, but he really only has himself to blame.Long before Election Day in 2016, a lot of books and articles had already been written about Trump, but since taking office, news about Trump has skyrocketed.For some reason, Trump has a problem with it.Fascinating to watch people writing books and major articles about me and yet they know nothing about me & have zero access. #FAKE NEWS!  Donald J. Trump (@realDonaldTrump) September 12, 2017I myself have written about Trump so many times that I have to take mental health breaks from time to time.Trump has apparently forgotten that everybody has access to him. Not only that, the man is constantly talking about himself   he can t keep his mouth shut. Over the years he has appeared on radio and television, and has even repeatedly phoned into Fox News.Trump s Twitter feed alone is a rich source that has spawned thousands of articles and, yes, it could fill a book or two.It s never-ending for him. He is obsessed with being the center of attention and if he s not he will do or say something to become the center attention.Trump is such a public person that it makes sense that there s enough material out there to fill up books and give journalists and bloggers things to write about on a daily basis.Trump s other problem is that people who have personal access to him, such as aides and White House staffers, are leaking information. That s how the media has a good idea of what is going on inside the White House.It s how we know Trump s White House is chaotic.Make no mistake, Trump is whining because he thinks every book and article written about him should be nothing more than propaganda that makes him look good.But as long as he keeps acting like a buffoon on Twitter (and during public appearances), he can expect the truth to continue to be written whether he likes it or not.Featured Image: Chip Somodevilla/Getty Images",News,12-Sep-17,0,,,,,,,,,,,,,,,,,,,
" Reporter Destroys Trump’s Homeland Security Advisor On Climate Change, This Is Brilliant (VIDEO)","The Trump administration has been getting absolutely pummeled for its refusal to acknowledge climate change, even as it becomes more obvious in our surroundings.On Monday, CNN s Jim Acosta tore Trump s Homeland Security advisor, Tom Bossert, apart in front of everyone for the administration s ignorance. Acknowledging the fact that several massive hurricanes have been ravaging the United States, Acosta cornered Bossert, asking him if Trump and his administration  saw a connection between climate change and homeland security and that the frequency and intensity of powerful storms like Harvey and Irma can pose a problem for future administrations  and if the storms were  giving the administration some pause when it comes to the issue of climate change and homeland security. Bossert was almost beside himself as he said: Causality s something outside of my ability to analyze right now. We continue to take seriously the climate change, not the cause of it, but the things that we observe. Then, Acosta nailed him and the entire Trump administration for their stupidity and ignorance: When you see three category 4 hurricanes all on the same map at the same time, does the thought occur to you,  Jeez, you know, maybe there is something to this climate change thing and its connection to powerful hurricanes?  Or do you just separate the two and say,  Boy, these are a lot of hurricanes coming our way? Bossert, nearly crumbling in front of the entire room of reporters, responded: There is a cyclical nature to the hurricane seasons and I thank the scientists for their forecast on this particular one. They were dead on that this would be a stronger and more powerful hurricane season with slightly more than average large storms making landfall  So we ll have to do a larger trend analysis at a later date. Trump s administration is being challenged by the obvious evidence for climate change, and now they re being called out for it. No one can ignore what is currently happening in our environment, and the enormous impact it will have if Trump s administration doesn t wake up. You can watch Acosta destroy Bossert below:Featured image via video screen capture ",News,11-Sep-17,0,,,,,,,,,,,,,,,,,,,
 A Florida Pizza Hut To Irma-Fleeing Employees: You Will Be Disciplined If You Leave,"Residents in Florida who work at a Pizza Hut were told by the manager that workers would be disciplined if they evacuated due to the deadly hurricane that barreled down on the state. A photo quickly circulated on Twitter of a memo posted for employees in one Jacksonville Pizza Hut location, which included a list of instructions for employees according to the Washington Post. To all Team members,  the memo begins, then lays out a policy that dictates that employees cannot evacuate more than 24 hours before the storm, and then must return within 72 hours.  Failure to show for these shifts, regardless of reason, will be considered a no call/no show and documentation will be issued,  it states.  After the storm, we need all TM s available to get the store up and running and serve our communities as needed. Pizza Hut wants its minimum wage employees to risk their lives for corporate profits. (@KatiSipp) pic.twitter.com/r8rwb3O7I6  Jacobin (@jacobinmag) September 11, 2017We re not sure how drivers can deliver pizza during or following a storm, even for a whopping $7.91 per hour, which is totally worth risking your life for. After all, you re a  team member. Obviously, a backlash ensued on Twitter, probably because most people don t want to see Pizza Hut employees die.@pizzahut why do you threaten workers who flee Irma?This is sick!  brucewayne (@centurysavior) September 11, 2017@pizzahut You guys are closed on Christmas, but sending delivery drivers to their death for a hurricane? What's up with that?  Avery (@Avyrey) September 11, 2017This is sick  Serena Vega (@Serena_vegaYT) September 11, 2017Because the first thing I'm concerned about in a Cat 5 storm is whether or not I can get a stuffed crust pizza delivered.  Josva Oedon ?? (@gtch603) September 11, 2017Pizza Hut has been taking a lot of flak and issued a statement. We are uncompromising in our commitment to the safety and well-being of our team members,  the statement begins.  All locations in the path of Irma are closed and will remain closed until local authorities deem the area safe. We absolutely do not have a policy that dictates when team members can leave or return from a disaster, and the manager who posted this letter did not follow company guidelines. We can also confirm that the local franchise operator has addressed this situation with the manager involved,  it concludes while confirming that the manager of the store did indeed tell his or her employees that they would be disciplined for fleeing from a deadly hurricane.But not all Pizza Hut restaurants are bad. A Pizza Hut in the Houston area participated in relief efforts and handed out free pizza pies to Hurricane Harvey victims. One Pizza Hut manager, Shayda Habib, took it upon herself to use a kayak in order to deliver free pizza to people who were stuck in flooded homes. By the way, Ms. Habib is pregnant.Photo via Ulrich Baumgarten/Getty Images.",News,11-Sep-17,0,,,,,,,,,,,,,,,,,,,
 Never Forget: Donald Trump Bragged About Having The Tallest Building In Manhattan After 9/11,"I ll bet if you go to your kitchen and look at the calendar by your fridge, in tiny letters at the bottom of today s date it says  Patriot Day.  If not, don t worry   the official title for today s remembrance only began in 2002, the year after the terrorist attack that changed almost everything about the way our nation conducts itself. The word  patriot  means different things to different people, and we won t pretend to speak for them all here. But we know it when we see it, and we know the opposite of it, as well.Patriotism is what we see when we watched Americans coming together in grief and solidarity, helping each other in the aftermath of the attack. The opposite of it is what we saw when former New York mayor Rudy Giuliani politically invoked the attacks so much that Vice President Joe Biden once remarked that all Giuliani needed  to make a sentence is a noun, a verb, and 9/11.  Patriotism was on the face of our last President, holding a soup ladle in a national day of service in 2011. The opposite is what you call it when Rush Limbaugh attacked him and said he was  visiting the beneficiaries of his policies. Patriotism, in the words of Clarence Darrow,  hates injustice in its own land more than anywhere else. What it does not do is tout itself as superior. We see nothing but that from Donald Trump. When Trump lied on national television   one of more than a thousand times he s done so since his election   and said that he heard Muslims  cheering  the fall of the towers, perhaps what he was actually doing was projecting a little bit of his own guilt onto adherents of a religion he doesn t and has no desire to understand.Maybe, just maybe, Donald Trump felt a tiny bit bad for saying the worst thing anyone in America said on that fateful day in 2001: 40 Wall Street actually was the second-tallest building in downtown Manhattan, and it was actually, before the World Trade Center, was the tallest-and then, when they built the World Trade Center, it became known as the second-tallest. And now it s the tallest. What s at 40 Wall Street? The 71-story Trump Building.Listen here, if you can.Featured image via John Moore/Getty Images",News,11-Sep-17,0,,,,,,,,,,,,,,,,,,,
 Fox News Just Compared Slave Owners To 9/11 Victims. Seriously (VIDEO),"Nobody can accuse Fox News of being sane most of the time, particularly when it comes to some of their talk shows. Take Fox & Friends, for instance. Their hosts have extremely poor analytical skills and extreme conservative tunnel vision, but they press on with their bullshit anyway. Today is the 16th anniversary of the Sept. 11 attacks, so Fox & Friends is talking about it. But they obviously can t do it without politicizing it, and they ve done so in an extremely disgusting way.They voiced their problems with the ongoing removal of Confederate statues from public spaces, and decided to try and appeal to people s emotions about them by complaining that, once liberals are done removing Confederate statues, they ll go after things like 9/11 memorial statues and monuments.No, really, they did that.Speaking to Interior Secretary Ryan Zinke, who was talking about the memorial of United Flight 93 on the show, host Brian Kilmeade actually asked this question: Do you worry that 100 years from now someone is going to take that memorial down like they are trying remake our memorials today? Because the people who stopped terrorists from flying Flight 93 to its target are totally the same thing as people who advocated for the continued ownership of African-American. Of fellow human beings. The passengers on that plane died intentionally to prevent further tragedy. The Confederacy sought to preserve a tragedy that had already endured for thousands of years.Big difference, guys.And a horrifically insulting and inappropriate comparison to boot. Kilmeade might as well have tried to claim that the passengers of Flight 93 acted out of a desire to see the terrorists win. Zinke seemed uncomfortable with the question and tried to stumble his way out of it, and ultimately failed: I m one who believes, you know, that we should learn from history. And I think our monuments are a part of our country s history. Since we don t put up statues of Jesus, everyone is going to fall morally short. I think reflecting on our history, both good and bad, is a powerful statement and part of our DNA. I m an advocate, again, of learning from our monuments, understanding the period they were made. He ended with saying that, regardless of our differences, whether we re Republican or Democrat, monuments are a tribute to all of us.Oh, please. Just when we thought the entire administration had hit bottom, we find yet another freaking shovel with an order to start digging again. Zinke s complicit in this vile comparison now. Watch the entire shameful exchange below:Featured image via video screen capture",News,11-Sep-17,0,,,,,,,,,,,,,,,,,,,
" Trump Praises Coast Guard’s Hurricane Relief For All The Wrong Reasons, What He Said Is Awful (VIDEO)","Leave it to Donald Trump to disrespect both the heroes and victims of a massive hurricane.Earlier today at the White House, Trump spoke with reporters about the devastating effects Hurricane Irma will have on Florida and the surrounding areas. Trump also assured everyone that he would be traveling to the damaged areas soon to provide assistance. But what grabbed everyone s attention were Trump s comments to the Coast Guard as he praised them for their efforts.Everything started well as Trump commended the Coast Guard for their response to the hurricane. However, Trump ruined his speech by showing America that he still doesn t know how to be presidential and cannot tell the difference between what is appropriate and what is not in a dire situation. While Hurricane Irma rages on, Trump felt it was the perfect time to talk about the Coast Guard s branding. Yes, really. Trump congratulated the agency on raising its image, completely overshadowing any praise about their efforts. Trump said: A group that really deserves credit is the United States Coast Guard. What they ve done   I mean, they ve gone right into that, and you never know. When you go in there, you don t know if you re coming out. They are really   if you talk about branding, no brand has improved more than the United States Guard. Once again, it s very clear that even in times of great tragedy and danger, all Trump cares about or pays attention to is image and ratings. This was totally disrespectful to the Coast Guard as well as to those suffering due to Hurricanes Irma and Harvey. Branding is the last thing we should be concerned about here.You can watch Trump s ridiculous speech below:Pres. Trump says he will visit Florida  soon,  will keep an eye on how Hurricane Irma develops over the next few hours. pic.twitter.com/itaTVJYuDH  CBS News (@CBSNews) September 10, 2017Featured image via Pool/Getty Images",News,10-Sep-17,0,,,,,,,,,,,,,,,,,,,
" Florida GOP Official Tried To Murder A Teen With A Claw Hammer, Refuses To Resign","Back in May, Republicans in Broward County elected Rupert Tarsey secretary of their GOP affiliate. Little did they know they had actually elected Rupert Ditsworth, a former student at LA s Harvard-Westlake School, a $40,000 per year preparatory academy in California. More than a decade ago, Ditsworth attacked a fellow student at H-W, Elizabeth Barcay, hitting her over the head at least 40 times with a claw hammer after a date to Jamba Juice gone awry, before dumping her out of the car and fleeing.After the attempted murder, Ditsworth s parents enlisted a psychiatrist to try and suss out why their son may have beaten a girl within an inch of her life. No word on whether the shrink was any use, other than that Rupert still claims he was defending himself and went on to work on the Trump presidential campaign before running for election to the Broward GOP.So that s a no.Now Florida Republicans are understandably freaking out. The Fort Lauderdale area is largely Democratic, and having a party secretary who once split open the skull of a high school girl tends to cast an organization in a dim light.Tarsey, as Rupert is now known, doesn t see what the problem is. He sat down for an exclusive interview with DailyMail.com at his $2 million beachfront condo: Why should I resign? I did nothing wrong and I was elected. This is just party politics. Tarsey insists his name change has nothing to do with his horrific attack on a defenseless young woman with a deadly weapon.  I m estranged from my dad,  Tarsey says. Perhaps the broken skull, nose, and leg that the girl suffered at the hands of his 6-foot-2 son explains why dear old dad may have created some distance between them.The chair of the Broward GOP, Bob Sutton, was apoplectic: We were blindsided. He s a member of the Knights of Columbus for Christ s sake. And he came highly recommended by the former chair.We had no idea what his background is. We want him out but he is refusing to resign. He deceived us. It looks like he even used a reputation management firm to make sure we wouldn t find out who he is. It really is a shame that Republicans aren t better at figuring out that members of their party are horrible monsters. Perhaps if they started with the racists, sexists, and homophobes, they might get better at spotting the guys with the claw hammers in their closets.Featured image via screen capture",News,10-Sep-17,0,,,,,,,,,,,,,,,,,,,
" ‘Shoot At Hurricane Irma’ Facebook Event Taken Too Seriously, So Police Had To Issue A Warning","A Facebook event called  Shoot At Hurricane Irma  popped up just before the powerful storm made landfall in Florida, and apparently people took it seriously enough that the police felt they had to issue warnings not to do it.Over 80,000 people responded to the event, which tells us two things: One, that the event s young and naive creator, Ryon Edwards, had no freaking clue what he was really doing; and two, that people really are dumb enough to accept this on its face rather than question it. That s probably more true of right-wing gun nuts than anything since the nuttier part of the right loves any excuse to shoot off their firearms.The Pasco County Sheriff s Department, concerned that idiots might actually try this, tweeted the following in response to the interest in the event:To clarify, DO NOT shoot weapons @ #Irma. You won t make it turn around & it will have very dangerous side effectshttps://t.co/CV4Y9OJknv  Pasco Sheriff (@PascoSheriff) September 10, 2017It s a tiny bit like firing your weapon straight into the air. What goes up, must come down, and the bullets can come down on perfectly innocent people and cause serious injury. In the case of a hurricane, the bullets can get spun around, more or less, and come back to you or someone near you. That warning tweet has been retweeted nearly 30,000 times.Edwards claimed that he created the event out of  stress and boredom.  The response apparently was a complete surprise to him, with him saying that he never thought this would get so out of control. People have allegedly even created graphics that show how to shoot at the hurricane  correctly,  and other Facebook events have appeared, with one suggesting using flamethrowers to stop the hurricane.It s really hard to tell what s sarcasm and what s not sometimes, especially for, well, stupid people. Edwards would have been better off finding something else to do with his  stress and boredom,  because yes, people really are that stupid.Featured image via Chip Somodevilla/Getty Images",News,10-Sep-17,0,,,,,,,,,,,,,,,,,,,
 WATCH: Black Driver Bravely Shames Cop Who Drew His Gun Over A Turn Signal Infraction,"When you are Black in America, getting pulled over by a cop   even for the smallest infraction   is a very scary thing. As we have seen repeatedly, this could cost you your life. Usually, when that happens, the cop in question faces no real consequences. Generally, the police department investigates itself and finds it did nothing wrong, naturally. So, to that end, Black Americans tend to act with extreme compliance when it comes to interactions with police. Not being that way could cost us our lives. However, one brave black driver who was pulled over for not using his turn signal properly decided that he s had enough, and confronted the cop who pulled him over and approached with a drawn gun.The whole incident was caught on video, as the man goes all in on the cop, saying: Big f*cking crime right? Big crime. A crime enough for you to come with your fucking gun pulled out, right? A turn signal not made is a big enough crime for you to need to take out your service pistol. Do you have no conscience? You just don t give a f*ck right? Because I would have been just another dead black motherf*cker right?  the man tells the officer.  And you would have just gone about your business, right? Luckily, the officer didn t shoot, and just accepted this rightfully outraged driver reading him the goods on his racist behavior. It s too bad more encounters with racist cops making unfounded assumptions about the supposed dangerous criminality of Black Americans can t end this way.Now, time to find out who this cop is.Watch the priceless video evidence of America s racist policing problem below:Cop pulls over a black man for failure to signal, walks to his car with his gun drawn  Black dude is my fucking hero????????????????????? pic.twitter.com/S8ef8Mx4Kk  SIX_FOOT_5 (@Choco_Optimus) September 10, 2017The ending of black dude going ham on cop  Left him looking stupid as fuck! ? pic.twitter.com/9oCHBbCBRi  SIX_FOOT_5 (@Choco_Optimus) September 10, 2017Featured image via video screen capture",News,10-Sep-17,0,,,,,,,,,,,,,,,,,,,
" Trump Junior TOTALLY Staged This Awkward Photo For The NYT, And Twitter Loves It","Last week, Donald Trump Junior became a new focus for Senate investigators in the case against Russia regarding the 2016 election. The New York Times did a piece on Wednesday detailing the fact that Junior was scheduled to  meet  with them (behind closed doors, of course) the following day and, well, you know the rest.It wasn t the article, explosive though it was, that captured the internet s attention, though. It was the hilariously badly-staged photo that Don Jr. apparently staged for Todd Heisler, a photographer on the Times  staff, and the image it was clearly trying   and failing miserably   to portray:I, too, casually arrange photographs of my 100 children to face outwards so I can only see the backs of frames pic.twitter.com/Pa0cHP5ayj  Ashley Feinberg (@ashleyfeinberg) September 8, 2017See the problem? Obviously when they were setting up the shoot, Son of the Deal decided he needed the world to know how much he loves his five kids. So he took essentially every picture ever taken of them, put them in shiny frames, and arranged them to best be captured by the camera, dad s studious face aglow with the glare of hard work emanating from his computer monitor stern in the background.Facing away from him.It was just too good to pass up, and so Twitter did not:THE PHOTOS MUST EARN THE RIGHT TO FACE FATHER  the September Son (@bagofbadgers) September 8, 2017I don't want to know what he uses those giant scissors for  Sam Lloyd (@LloydWithTwoLs) September 8, 2017His photos shoots are all awkward af pic.twitter.com/LoVhqrVpyr  pauisanoun (@pauisanoun) September 8, 2017Welp, he's always seemed to be somewhat genetically inferior. #BestGenes pic.twitter.com/3RTMHJJWwM  TinyFingeredFuhrer (@TinyFingerTrump) September 8, 2017Where's my brother don jr pic.twitter.com/UooKJ1vInw  WrongAgain (@wrongestwrong) September 9, 2017He needs the bobblehead of his father there because it's the only way he'll get him to nod ""yes"" to something  Kristen Hernandez (@K_Hern) September 8, 2017He's only 30% sure the kids are his  M.R.Scully (@Falling_Short) September 8, 2017One user made a fine point about why it may have been set up so peculiarly:Joke's on you, he can see them in the 10 ft mirror that's guaranteed to be on the other side of the room  Selerax (@Selerax) September 8, 2017While this woman pointed out that the biggest of Junior s photos on the desk was actually one of himself   just like his dad: pic.twitter.com/7NMhprnhGS  suzanne zuppello (@suppello) September 8, 2017Here s the part I think is funny, though:This is the most painfully staged shot I have ever seen in my whole entire life, bar none, EVER.  ?TheKIERHAWK (@KieranStrange) September 9, 2017A quick Google search says that Todd Heisler of the New York Times is a professional photographer with thousands of shoots under his belt, a Pulitzer Prize, and an Emmy. C mon, Todd  Don t even play like you didn t know Junior looked like an idiot.For the long con, for the wait-for-it, waaaaaait-for-it troll, I salute you.Featured image via David Becker/Getty Images",News,10-Sep-17,0,,,,,,,,,,,,,,,,,,,
 New Hampshire Cops Intent On Protecting Sadistic Racist White Teens Who Tried To Lynch A Biracial Boy,"It s 2017, and lynchings of black people still happen, just as they did during Jim Crow. Case in point- how an 8-year-old boy in New Hampshire nearly lost his life because of some racist white teens who hung him from a tree with a rope. Luckily, the child was able to remove the rope himself and make it home.The whole incident started when the victim, a Claremont, New Hampshire resident was playing outside. The teens in question allegedly hurled racist slurs at the child, who is biracial in a 96% white town, and threw rocks and sticks at him. Things escalated when they all stood on a picnic table and took turns putting the rope of a tire swing around their necks. Then, they took the child and, according to Lorrie Slattery, a grandmother of one of the kids present, took the child and said: The (teenagers) said,  Look at this,  supposedly putting the rope around their necks,  Slattery said.  One boy said to (her grandson),  Let s do this,  and then pushed him off the picnic table and hung him. He swung three times before he was able to get down, and wound up having to be flown to a hospital for life-saving treatment. What is most appalling is how little national media attention this is getting. Further, Claremont Police Chief Mark Chase wants to make sure these horrific little racists are  protected  due to their  mistakes.  He won t even say whether or not there will be criminal charges, and certainly is not releasing their names. In fact, the only reason this is getting any attention at all is because the boy s mother, Cassandra Merlin, posted the following images on social media:This is a story that needs to blow up nationwide until this child receives justice. These attempted murdering racists need to be thrown in jail for the foreseeable future and charged with a hate crime. I won t hold my breath on it, but spread it far and wide. Make it go national until they have no choice but to act.It s the least we can all do.Featured image via screen capture from The Root",News,10-Sep-17,0,,,,,,,,,,,,,,,,,,,
 Two Florida Lawmakers Just Voted Against Hurricane Relief As Irma Strikes Their State,"Two Florida Republican lawmakers voted against a $15 billion hurricane relief bill just as Irma churned toward the state. Congressmen Matt Gaetz (R-FL) and Ted Yoho (R-FL) claim they have concerns about other provisions of the measure. Irma is now a Category 3 storm with maximum sustained winds of 125 mph but forecasters expect the storm to strengthen. Presently, the Florida Keys is facing a potentially catastrophic force that could threaten to drown entire islands.But, it s obviously more important for Gaetz and Yoho to exercise their conservative bonafides.The relief package sailed through the Senate and the House and was signed by Donald Trump on Friday. The package boosts funding for the Federal Emergency Management Agency (FEMA), a necessary move at this time following the destruction left by Hurricane Harvey and much more expected after Florida feels Irma s force and fury. Also, FEMA is running out of money so the funds are needed.The package will also raise the debt ceiling for three months and includes a short-term budget that would keep the government running until December. The deal struck between Trump and Democratic leaders Sen. Charles E. Schumer (N.Y.) and Rep. Nancy Pelosi (Calif.) sent Republicans into a panic while disregarding that lives are at stake after the deadly storm obliterated Houston, Texas.The Washington Post reports:That latter was a problem for GOP Reps. Matt Gaetz and Ted Yoho, who stuck to their principles of fiscal conservatism despite calls from fellow Florida lawmakers to support the bill. The two, who are among the 90 House Republicans who voted against the bill, do not represent parts of the state that are likely to feel Irma s immediate impact as the massive storm makes landfall on mainland United States this weekend. Snaking in a debt-ceiling increase with funding for victims and communities affected is immoral and reflective of broken leadership in Washington,  Yoho said after the vote Friday.  I do not think it wise to extend our borrowing limit without mandatory spending reforms . . . If this was a clean measure that focused on those affected by Hurricane Harvey, I would have proudly voted for it. Gaetz, whose district includes coastal areas along the Gulf of Mexico, said the debt limit should be raised only if it includes cuts in entitlement programs, which is really heartless since many victims of the Hurricanes will need a hand up after losing everything they owned in the world. I have a pretty strident view that I will only vote to raise the debt limit if that vote is accompanied by reductions in entitlement spending,  Gaetz said.  If conservatives don t start voting no against debt-limit increases, all the FEMA in the world won t save us from our most unfortunate destiny. U.S. Sen. Ted Cruz (R-Texas) was against federal aid for victims of Hurricane Sandy, then a natural disaster struck his state with deadly force. Suddenly, he s cool with aid being provided to his state. Funny how that works. But the other two Republicans just don t want to help anyone, even their own constituents.Photo: Andrew Harrer/Bloomberg via Getty Images.",News,9-Sep-17,0,,,,,,,,,,,,,,,,,,,
